"drug_id","concept_id","name","combination","simple_strength","simple_name_EN","simple_dosage_form_EN","name_concatenated_EN (use it; prepared by the program)","simple_name_FR","simple_dosage_form_FR","name_concatenated_FR (use it; prepared by the program)"
1863,104937,"Lugol's Solution of Iodine 130 MG/ML","no","130MG/ML","IODINE / POTASSIUM IODIDE","Oral solution","IODINE / POTASSIUM IODIDE (130MG/ML) - Oral solution","\N","\N","\N"
1864,79247,"Magnesium Sulfate 500 MG/ML Injectable Solution","no","500MG/ML","MAGNESIUM SULFATE","Solution for injection","MAGNESIUM SULFATE (500MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1865,79304,"Mannitol 100 MG/ML Injectable Solution","no","100MG/ML","MANNITOL HEXANITRATE","Solution for injection","MANNITOL HEXANITRATE (100MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1866,79304,"Mannitol 200 MG/ML Injectable Solution","no","200MG/ML","MANNITOL HEXANITRATE","Solution for injection","MANNITOL HEXANITRATE (200MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1867,79409,"Measles vaccine","no","\N","MEASLES VACCINE","Solution for injection","\N","\N","SOLUTION POUR INJECTION","\N"
1868,79413,"Mebendazole 100 MG Chewable Tablet","no","100MG","MEBENDAZOLE","Chewable tablet","MEBENDAZOLE (100MG) - Chewable tablet","Mebendazole","\N","\N"
1869,79413,"Mebendazole 500 MG Chewable Tablet","no","500MG","MEBENDAZOLE","Chewable tablet","MEBENDAZOLE (500MG) - Chewable tablet","Mebendazole","\N","\N"
1870,907,"Medroxyprogesterone acetate 150 MG/ML Injectable S","no","150MG/ML","MEDROXYPROGESTERONE ACETATE","Suspension for injection","MEDROXYPROGESTERONE ACETATE (150MG/ML) - Suspension for injection","ACÉTATE MEDROXYPROGESTÉRONE","\N","\N"
1871,907,"Medroxyprogesterone acetate 5 MG Oral Tablet","no","5MG","MEDROXYPROGESTERONE ACETATE","Oral tablet","MEDROXYPROGESTERONE ACETATE (5MG) - Oral tablet","ACÉTATE MEDROXYPROGESTÉRONE","\N","\N"
1872,79508,"Mefloquine Hydrochloride 250 MG Oral Tablet","no","250MG","MEFLOQUINE HYDROCHLORIDE","Oral tablet","MEFLOQUINE HYDROCHLORIDE (250MG) - Oral tablet","\N","\N","\N"
1873,79519,"Meglumine Antimoniate 85 MG/ML Injectable Solution","no","85MG/ML","MEGLUMINE ANTIMONIATE","Solution for injection","MEGLUMINE ANTIMONIATE (85MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1874,79523,"Meglumine iotroxate 5g to 8 g iodine in 100ml to 2","no","\N","MEGLUMINE IOTROXINATE","Solution for injection","\N","\N","SOLUTION POUR INJECTION","\N"
1875,162487,"Melarsoprol 36 MG/ML Injectable Solution","no","36MG/ML","Melarsoprol","Solution for injection","Melarsoprol (36MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1876,79549,"Meningitis vaccine","no","\N","MENINGITIS VACCINE","Powder for injection","\N","\N","\N","\N"
1877,70039,"Mercaptopurine 50 MG Oral Tablet","no","50MG","6-MERCAPTOPURINE","Oral tablet","6-MERCAPTOPURINE (50MG) - Oral tablet","\N","\N","\N"
1878,79620,"Mesna 100 MG/ML Injectable Solution","no","100MG/ML","MESNA","Solution for injection","MESNA (100MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1879,79620,"Mesna 400 MG Oral Tablet","no","400MG","MESNA","Oral tablet","MESNA (400MG) - Oral tablet","\N","\N","\N"
1880,79620,"Mesna 600 MG Oral Tablet","no","600MG","MESNA","Oral tablet","MESNA (600MG) - Oral tablet","\N","\N","\N"
1881,79652,"Metformin hydrochloride 500 MG Oral Tablet","no","500MG","METFORMIN HYDROCHLORIDE","Oral tablet","METFORMIN HYDROCHLORIDE (500MG) - Oral tablet","\N","\N","\N"
1882,79662,"Methadon Hydrochrolide 10 MG/ML Concentrate for Or","no","10MG/ML","METHADONE HYDROCHLORIDE","Oral solution concentrate","METHADONE HYDROCHLORIDE (10MG/ML) - Oral solution concentrate","\N","\N","\N"
1883,79662,"Methadon Hydrochrolide 5 MG/ML Concentrate for Ora","no","5MG/ML","METHADONE HYDROCHLORIDE","Oral solution concentrate","METHADONE HYDROCHLORIDE (5MG/ML) - Oral solution concentrate","\N","\N","\N"
1884,79662,"Methadone Hydrochloride 1 MG/ML Oral Solution","no","1MG/ML","METHADONE HYDROCHLORIDE","Oral solution","METHADONE HYDROCHLORIDE (1MG/ML) - Oral solution","\N","\N","\N"
1885,79662,"Methadone Hydrochloride 2 MG/ML Oral Solution","no","2MG/ML","METHADONE HYDROCHLORIDE","Oral solution","METHADONE HYDROCHLORIDE (2MG/ML) - Oral solution","\N","\N","\N"
1886,79701,"Methotrexate 2.5 MG Oral Tablet","no","2.5MG","METHOTREXATE; SODIUM SALT","Oral tablet","METHOTREXATE; SODIUM SALT (2.5MG) - Oral tablet","\N","\N","\N"
1887,79701,"Methotrexate 50 MG/ML Injectable Solution","no","50MG/ML","METHOTREXATE; SODIUM SALT","Solution for injection","METHOTREXATE; SODIUM SALT (50MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1888,79723,"Methyldopa 250 MG Oral Tablet","no","250MG","METHYLDOPA","Oral tablet","METHYLDOPA (250MG) - Oral tablet","Methyldopa","\N","\N"
1889,79726,"Methylene blue 10 MG/ML Injectable Solution","no","10MG/ML","METHYLENE BLUE","Solution for injection","METHYLENE BLUE (10MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1890,70035,"Methylprednisolone 40 MG/ML Injectable Solution","no","40MG/ML","6 ALPHA-METHYLPREDNISOLONE SODIUM HEMISUCCINATE","Solution for injection","6 ALPHA-METHYLPREDNISOLONE SODIUM HEMISUCCINATE (40MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1891,70035,"Methylprednisolone succinate 80 MG/ML Injectable S","no","80MG/ML","6 ALPHA-METHYLPREDNISOLONE SODIUM HEMISUCCINATE","Suspension for injection","6 ALPHA-METHYLPREDNISOLONE SODIUM HEMISUCCINATE (80MG/ML) - Suspension for injection","\N","\N","\N"
1892,79757,"Metoclopramide 1 MG/ML Oral Solution","no","1MG/ML","METOCLOPRAMIDE HYDROCHLORIDE","Oral solution","METOCLOPRAMIDE HYDROCHLORIDE (1MG/ML) - Oral solution","\N","\N","\N"
1893,79757,"Metoclopramide 10 MG Oral Tablet","no","10MG","METOCLOPRAMIDE HYDROCHLORIDE","Oral tablet","METOCLOPRAMIDE HYDROCHLORIDE (10MG) - Oral tablet","\N","\N","\N"
1894,79757,"Metoclopramide 5 MG/ML Injectable Solution","no","5MG/ML","METOCLOPRAMIDE HYDROCHLORIDE","Solution for injection","METOCLOPRAMIDE HYDROCHLORIDE (5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1895,79784,"Metronidazole 1000 MG Rectal Suppository","no","1000MG","METRONIDAZOLE HYDROCHLORIDE","Rectal supp","METRONIDAZOLE HYDROCHLORIDE (1000MG) - Rectal supp","\N","\N","\N"
1896,79784,"Metronidazole 200 MG Oral Tablet","no","200MG","METRONIDAZOLE HYDROCHLORIDE","Oral tablet","METRONIDAZOLE HYDROCHLORIDE (200MG) - Oral tablet","\N","\N","\N"
1897,79784,"Metronidazole 250 MG Oral Tablet","no","250MG","METRONIDAZOLE HYDROCHLORIDE","Oral tablet","METRONIDAZOLE HYDROCHLORIDE (250MG) - Oral tablet","\N","\N","\N"
1898,79783,"Metronidazole 40 MG/ML Oral Suspension","no","40MG/ML","METRONIDAZOLE BENZOATE","Oral suspension","METRONIDAZOLE BENZOATE (40MG/ML) - Oral suspension","\N","\N","\N"
1899,79784,"Metronidazole 400 MG Oral Tablet","no","400MG","METRONIDAZOLE HYDROCHLORIDE","Oral tablet","METRONIDAZOLE HYDROCHLORIDE (400MG) - Oral tablet","\N","\N","\N"
1900,79784,"Metronidazole 5 MG/ML Injectable Solution","no","5MG/ML","METRONIDAZOLE HYDROCHLORIDE","Solution for injection","METRONIDAZOLE HYDROCHLORIDE (5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1901,79784,"Metronidazole 500 MG Oral Tablet","no","500MG","METRONIDAZOLE HYDROCHLORIDE","Oral tablet","METRONIDAZOLE HYDROCHLORIDE (500MG) - Oral tablet","\N","\N","\N"
1902,79784,"Metronidazole 500 MG Rectal Suppository","no","500MG","METRONIDAZOLE HYDROCHLORIDE","Rectal supp","METRONIDAZOLE HYDROCHLORIDE (500MG) - Rectal supp","\N","\N","\N"
1903,79833,"Miconazole Nitrate 0.02 MG/MG Topical Ointment","no","0.02MG/MG","MICONAZOLE NITRATE","Topical ointment","MICONAZOLE NITRATE (0.02MG/MG) - Topical ointment","\N","\N","\N"
1904,79833,"Miconazole Nitrate 20 MG/ML Topical Cream","no","20MG/ML","MICONAZOLE NITRATE","Topical cream","MICONAZOLE NITRATE (20MG/ML) - Topical cream","\N","\N","\N"
1905,79854,"Midazolam 1 MG/ML Injectable Solution","no","1MG/ML","MIDAZOLAM HYDROCHLORIDE","Solution for injection","MIDAZOLAM HYDROCHLORIDE (1MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1906,79856,"Midazolam 15mg Oral Tablet","no","15MG","MIDAZOLAM MALEATE","Oral tablet","MIDAZOLAM MALEATE (15MG) - Oral tablet","\N","\N","\N"
1907,79856,"Midazolam 2 MG/ML Oral Solution","no","2MG/ML","MIDAZOLAM MALEATE","Oral solution","MIDAZOLAM MALEATE (2MG/ML) - Oral solution","\N","\N","\N"
1908,79854,"Midazolam 5 MG/ML Injectable Solution","no","5MG/ML","MIDAZOLAM HYDROCHLORIDE","Solution for injection","MIDAZOLAM HYDROCHLORIDE (5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1909,79856,"Midazolam 7.5mg Oral Tablet","no","7.5MG","MIDAZOLAM MALEATE","Oral tablet","MIDAZOLAM MALEATE (7.5MG) - Oral tablet","\N","\N","\N"
1910,162488,"Miltefosine 10 MG Oral Tablet","no","10MG","Impavido","Oral tablet","Impavido (10MG) - Oral tablet","\N","\N","\N"
1911,162488,"MIltefosine 50 MG Oral Tablet","no","50MG","Impavido","Oral tablet","Impavido (50MG) - Oral tablet","\N","\N","\N"
1912,79984,"Misoprostol 0.025 MG Vaginal Tablet","no","0.025MG","MISOPROSTOL","Vaginal tab","MISOPROSTOL (0.025MG) - Vaginal tab","\N","\N","\N"
1913,79984,"Misoprostol 0.2 MG Oral Tablet","no","0.2MG","MISOPROSTOL","Oral tablet","MISOPROSTOL (0.2MG) - Oral tablet","\N","\N","\N"
1914,80107,"Morphine Hydrochloride 10 MG/ML Injectable Solutio","no","10MG/ML","MORPHINE HYDROCHLORIDE","Solution for injection","MORPHINE HYDROCHLORIDE (10MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1915,80107,"Morphine Hydrochloride 2 MG/ML Oral Solution","no","2MG/ML","MORPHINE HYDROCHLORIDE","Oral solution","MORPHINE HYDROCHLORIDE (2MG/ML) - Oral solution","\N","\N","\N"
1916,80107,"Morphine hydrochloride 40 MG Oral Tablet","no","40MG","MORPHINE HYDROCHLORIDE","Oral tablet","MORPHINE HYDROCHLORIDE (40MG) - Oral tablet","\N","\N","\N"
1917,80109,"Morphine Sulfate 10 MG Extended Release Capsule","no","10MG","MORPHINE SULFATE","Capsule; sustained-release","MORPHINE SULFATE (10MG) - Capsule; sustained-release","\N","\N","\N"
1918,80109,"Morphine Sulfate 10 MG Oral Tablet","no","10MG","MORPHINE SULFATE","Oral tablet","MORPHINE SULFATE (10MG) - Oral tablet","\N","\N","\N"
1919,80109,"Morphine Sulfate 10 MG/ML Injectable Solution","no","10MG/ML","MORPHINE SULFATE","Solution for injection","MORPHINE SULFATE (10MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1920,80109,"Morphine Sulfate 100 MG Extended Release Capsule","no","100MG","MORPHINE SULFATE","Capsule; sustained-release","MORPHINE SULFATE (100MG) - Capsule; sustained-release","\N","\N","\N"
1921,80109,"Morphine Sulfate 15 MG Extended Release Tablet","no","15MG","MORPHINE SULFATE","Tablet SR","MORPHINE SULFATE (15MG) - Tablet SR","\N","\N","\N"
1922,80109,"Morphine Sulfate 15 MG Oral Tablet","no","15MG","MORPHINE SULFATE","Oral tablet","MORPHINE SULFATE (15MG) - Oral tablet","\N","\N","\N"
1923,80109,"Morphine Sulfate 2 MG/ML Oral Solution","no","2MG/ML","MORPHINE SULFATE","Oral solution","MORPHINE SULFATE (2MG/ML) - Oral solution","\N","\N","\N"
1924,80109,"Morphine Sulfate 20 MG Oral Tablet","no","20MG","MORPHINE SULFATE","Oral tablet","MORPHINE SULFATE (20MG) - Oral tablet","\N","\N","\N"
1925,80109,"Morphine Sulfate 200 MG Extended Release Capsule","no","200MG","MORPHINE SULFATE","Capsule; sustained-release","MORPHINE SULFATE (200MG) - Capsule; sustained-release","\N","\N","\N"
1926,80109,"Morphine Sulfate 200 MG Extended Release Tablet","no","200MG","MORPHINE SULFATE","Tablet SR","MORPHINE SULFATE (200MG) - Tablet SR","\N","\N","\N"
1927,80109,"Morphine Sulfate 200 MG Oral Tablet","no","200MG","MORPHINE SULFATE","Oral tablet","MORPHINE SULFATE (200MG) - Oral tablet","\N","\N","\N"
1928,80109,"Morphine Sulfate 25 MG Oral Tablet","no","25MG","MORPHINE SULFATE","Oral tablet","MORPHINE SULFATE (25MG) - Oral tablet","\N","\N","\N"
1929,80109,"Morphine Sulfate 30 MG Extended Release Tablet","no","30MG","MORPHINE SULFATE","Tablet SR","MORPHINE SULFATE (30MG) - Tablet SR","\N","\N","\N"
1930,80109,"Morphine Sulfate 30 MG Oral Capsule","no","30MG","MORPHINE SULFATE","Oral capsule","MORPHINE SULFATE (30MG) - Oral capsule","\N","\N","\N"
1931,80109,"Morphine Sulfate 5 MG Oral Tablet","no","5MG","MORPHINE SULFATE","Oral tablet","MORPHINE SULFATE (5MG) - Oral tablet","\N","\N","\N"
1932,80109,"Morphine Sulfate 50 MG Oral Tablet","no","50MG","MORPHINE SULFATE","Oral tablet","MORPHINE SULFATE (50MG) - Oral tablet","\N","\N","\N"
1933,80109,"Morphine Sulfate 60 MG Oral Tablet","no","60MG","MORPHINE SULFATE","Oral tablet","MORPHINE SULFATE (60MG) - Oral tablet","\N","\N","\N"
1934,80193,"Mumps vaccine","no","\N","MUMPS VACCINE","Powder for injection","\N","\N","\N","\N"
1935,80195,"Mupirocin 0.02 MG/MG Topical Ointment","no","0.02MG/MG","MUPIROCIN CALCIUM","Topical ointment","MUPIROCIN CALCIUM (0.02MG/MG) - Topical ointment","\N","\N","\N"
1936,80195,"Mupirocin 20 MG/ML Topical Cream","no","20MG/ML","MUPIROCIN CALCIUM","Topical cream","MUPIROCIN CALCIUM (20MG/ML) - Topical cream","\N","\N","\N"
1937,80368,"Naloxone Hydrochloride 0.4 MG/ML Injectable Soluti","no","0.4MG/ML","NALOXONE HYDROCHLORIDE","Solution for injection","NALOXONE HYDROCHLORIDE (0.4MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1938,80534,"Neostigmine 0.5 MG/ML Injectable Solution","no","0.5MG/ML","NEOSTIGMINE METHYLSULFATE","Solution for injection","NEOSTIGMINE METHYLSULFATE (0.5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1939,80533,"Neostigmine 15 MG Oral Tablet","no","15MG","NEOSTIGMINE BROMIDE","Oral tablet","NEOSTIGMINE BROMIDE (15MG) - Oral tablet","\N","\N","\N"
1940,80586,"Nevirapine 10 MG/ML Oral Suspension","no","10MG/ML","NEVIRAPINE","Oral suspension","NEVIRAPINE (10MG/ML) - Oral suspension","NEVIRAPINE","\N","\N"
1941,80586,"Nevirapine 200 MG Oral Tablet","no","200MG","NEVIRAPINE","Oral tablet","NEVIRAPINE (200MG) - Oral tablet","NEVIRAPINE","\N","\N"
1942,80620,"Niacinamide 50 MG Oral Tablet","no","50MG","NICOTINAMIDE HYDRIODIDE","Oral tablet","NICOTINAMIDE HYDRIODIDE (50MG) - Oral tablet","\N","\N","\N"
1943,80603,"Niclosamide 500 MG Oral Tablet","no","500MG","NICLOSAMIDE","Oral tablet","NICLOSAMIDE (500MG) - Oral tablet","\N","\N","\N"
1944,80622,"Nicotine 2 MG Chewing Gum","no","2MG","NICOTINE POLACRILEX","Gum","NICOTINE POLACRILEX (2MG) - Gum","\N","\N","\N"
1945,80622,"Nicotine 4 MG Chewing Gum","no","4MG","NICOTINE POLACRILEX","Gum","NICOTINE POLACRILEX (4MG) - Gum","\N","\N","\N"
1946,80637,"Nifedipine 10 MG Oral Capsule","no","10MG","NIFEDIPINE","Oral capsule","NIFEDIPINE (10MG) - Oral capsule","\N","\N","\N"
1947,80650,"Nifurtimox 120 MG Oral Tablet","no","120MG","NIFURTIMOX","Oral tablet","NIFURTIMOX (120MG) - Oral tablet","\N","\N","\N"
1948,80650,"Nifurtimox 250 MG Oral Tablet","no","250MG","NIFURTIMOX","Oral tablet","NIFURTIMOX (250MG) - Oral tablet","\N","\N","\N"
1949,80650,"Nifurtimox 30 MG Oral Tablet","no","30MG","NIFURTIMOX","Oral tablet","NIFURTIMOX (30MG) - Oral tablet","\N","\N","\N"
1950,80698,"Nitrofurantoin 100 MG Oral Tablet","no","100MG","NITROFURANTOIN; MACROCRYSTALS","Oral tablet","NITROFURANTOIN; MACROCRYSTALS (100MG) - Oral tablet","\N","\N","\N"
1951,80699,"Nitrofurantoin 5 MG/ML Oral Suspension","no","5MG/ML","NITROFURANTOIN; MONOHYDRATE","Oral suspension","NITROFURANTOIN; MONOHYDRATE (5MG/ML) - Oral suspension","\N","\N","\N"
1952,80704,"Nitroglycerin 0.5 MG Sublingual Tablet","no","0.5MG","NITROGLYCERIN","SL tab","NITROGLYCERIN (0.5MG) - SL tab","\N","\N","\N"
1953,80719,"Nitrous Oxide Inhalation Gas","no","\N","NITROUS OXIDE","Inhalation solution","\N","\N","\N","\N"
1954,80786,"Norethindrone enanthate 200 MG/ML Injectable Solut","no","200MG/ML","NORETHINDRONE ENANTHATE","Solution for injection","NORETHINDRONE ENANTHATE (200MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1955,80945,"Nystatin 100000 UNT Lozenge","no","100000UNT","NYSTATIN","Lozenge","NYSTATIN (100000UNT) - Lozenge","Nystatin","\N","\N"
1956,80945,"Nystatin 100000 UNT Oral Tablet","no","100000UNT","NYSTATIN","Oral tablet","NYSTATIN (100000UNT) - Oral tablet","Nystatin","\N","\N"
1957,80945,"Nystatin 100000 UNT Vaginal Tablet","no","100000UNT","NYSTATIN","Vaginal tab","NYSTATIN (100000UNT) - Vaginal tab","Nystatin","\N","\N"
1958,80945,"Nystatin 100000 UNT/ML Oral Suspension","no","100000UNT/ML","NYSTATIN","Oral suspension","NYSTATIN (100000UNT/ML) - Oral suspension","Nystatin","\N","\N"
1959,80945,"Nystatin 500000 UNT Oral Tablet","no","500000UNT","NYSTATIN","Oral tablet","NYSTATIN (500000UNT) - Oral tablet","Nystatin","\N","\N"
1960,81022,"Ofloxacin 3 MG/ML Ophthalmic Solution","no","3MG/ML","OFLOXACIN","Eye solution","OFLOXACIN (3MG/ML) - Eye solution","OFLOXACINE","\N","\N"
1961,81042,"Omeprazole 10 MG Enteric Coated Capsule","no","10MG","OMEPRAZOLE MAGNESIUM","Enteric-coated capsule","OMEPRAZOLE MAGNESIUM (10MG) - Enteric-coated capsule","\N","\N","\N"
1962,81042,"Omeprazole 10 MG Enteric Coated Tablet","no","10MG","OMEPRAZOLE MAGNESIUM","Enteric-coated tablet","OMEPRAZOLE MAGNESIUM (10MG) - Enteric-coated tablet","\N","\N","\N"
1963,81042,"Omeprazole 10 MG Oral Tablet","no","10MG","OMEPRAZOLE MAGNESIUM","Oral tablet","OMEPRAZOLE MAGNESIUM (10MG) - Oral tablet","\N","\N","\N"
1964,81042,"Omeprazole 20 MG Enteric Coated Capsule","no","20MG","OMEPRAZOLE MAGNESIUM","Enteric-coated capsule","OMEPRAZOLE MAGNESIUM (20MG) - Enteric-coated capsule","\N","\N","\N"
1965,81042,"Omeprazole 20 MG Enteric Coated Tablet","no","20MG","OMEPRAZOLE MAGNESIUM","Enteric-coated tablet","OMEPRAZOLE MAGNESIUM (20MG) - Enteric-coated tablet","\N","\N","\N"
1966,81042,"Omeprazole 20 MG Oral Tablet","no","20MG","OMEPRAZOLE MAGNESIUM","Oral tablet","OMEPRAZOLE MAGNESIUM (20MG) - Oral tablet","\N","\N","\N"
1967,81042,"Omeprazole 20 MG Powder for Oral Suspension","no","20MG","OMEPRAZOLE MAGNESIUM","Oral powder","OMEPRAZOLE MAGNESIUM (20MG) - Oral powder","\N","\N","\N"
1968,81042,"Omeprazole 40 MG Enteric Coated Capsule","no","40MG","OMEPRAZOLE MAGNESIUM","Enteric-coated capsule","OMEPRAZOLE MAGNESIUM (40MG) - Enteric-coated capsule","\N","\N","\N"
1969,81042,"Omeprazole 40 MG Enteric Coated Tablet","no","40MG","OMEPRAZOLE MAGNESIUM","Enteric-coated tablet","OMEPRAZOLE MAGNESIUM (40MG) - Enteric-coated tablet","\N","\N","\N"
1970,81042,"Omeprazole 40 MG Extended Release Capsule","no","40MG","OMEPRAZOLE MAGNESIUM","Capsule; sustained-release","OMEPRAZOLE MAGNESIUM (40MG) - Capsule; sustained-release","\N","\N","\N"
1971,81042,"Omeprazole 40 MG Oral Tablet","no","40MG","OMEPRAZOLE MAGNESIUM","Oral tablet","OMEPRAZOLE MAGNESIUM (40MG) - Oral tablet","\N","\N","\N"
1972,81042,"Omeprazole 40 MG Powder for Oral Suspension","no","40MG","OMEPRAZOLE MAGNESIUM","Oral powder","OMEPRAZOLE MAGNESIUM (40MG) - Oral powder","\N","\N","\N"
1973,81074,"Ondansetron 0.8 MG/ML Oral Solution","no","0.8MG/ML","ONDANSETRON MONOHYDROCHLORIDE","Oral solution","ONDANSETRON MONOHYDROCHLORIDE (0.8MG/ML) - Oral solution","\N","\N","\N"
1974,81074,"Ondansetron 2 MG/ML Injectable Solution","no","2MG/ML","ONDANSETRON MONOHYDROCHLORIDE","Solution for injection","ONDANSETRON MONOHYDROCHLORIDE (2MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1975,81074,"Ondansetron 24 MG Oral Tablet","no","24MG","ONDANSETRON MONOHYDROCHLORIDE","Oral tablet","ONDANSETRON MONOHYDROCHLORIDE (24MG) - Oral tablet","\N","\N","\N"
1976,81074,"Ondansetron 4 MG Oral Tablet","no","4MG","ONDANSETRON MONOHYDROCHLORIDE","Oral tablet","ONDANSETRON MONOHYDROCHLORIDE (4MG) - Oral tablet","\N","\N","\N"
1977,81074,"Ondansetron 8 MG Oral Tablet","no","8MG","ONDANSETRON MONOHYDROCHLORIDE","Oral tablet","ONDANSETRON MONOHYDROCHLORIDE (8MG) - Oral tablet","\N","\N","\N"
1978,82243,"Oral Polio Vaccine","no","\N","POLIOVIRUS VACCINES","Oral solution","\N","\N","\N","\N"
1979,81239,"Oseltamivir 12 MG/ML Oral Suspension","no","12MG/ML","OSELTAMIVIR PHOSPHATE","Oral suspension","OSELTAMIVIR PHOSPHATE (12MG/ML) - Oral suspension","\N","\N","\N"
1980,81239,"Oseltamivir 30 MG Oral Capsule","no","30MG","OSELTAMIVIR PHOSPHATE","Oral capsule","OSELTAMIVIR PHOSPHATE (30MG) - Oral capsule","\N","\N","\N"
1981,81239,"Oseltamivir 45 MG Oral Capsule","no","45MG","OSELTAMIVIR PHOSPHATE","Oral capsule","OSELTAMIVIR PHOSPHATE (45MG) - Oral capsule","\N","\N","\N"
1982,81239,"Oseltamivir 75 MG Oral Capsule","no","75MG","OSELTAMIVIR PHOSPHATE","Oral capsule","OSELTAMIVIR PHOSPHATE (75MG) - Oral capsule","\N","\N","\N"
1983,81287,"Oxamniquine 250mg Oral Capsule","no","250MG","OXAMNIQUINE","Oral capsule","OXAMNIQUINE (250MG) - Oral capsule","\N","\N","\N"
1984,81287,"Oxamniquine 50mg/ml Oral Liquid","no","50MG/ML","OXAMNIQUINE","Oral suspension","OXAMNIQUINE (50MG/ML) - Oral suspension","\N","\N","\N"
1985,81341,"Oxygen Inhalation Gas","no","\N","OXYGEN","Inhalation solution","\N","\N","\N","\N"
1986,81412,"Paclitaxel 6 MG/ML Injectable Solution","no","6MG/ML","PACLITAXEL PROTEIN-BOUND","Solution for injection","PACLITAXEL PROTEIN-BOUND (6MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1987,103577,"Pancreatic enzymes","no","\N","AMYLASES / ENDOPEPTIDASES / LIPASE","Oral capsule","\N","\N","\N","\N"
1988,81601,"Paromomycin Sulfate 750 MG Injectable Solution","no","750MG","PAROMOMYCIN SULFATE","Solution for injection","PAROMOMYCIN SULFATE (750MG) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1989,81702,"Peginterferon alfa-2a 0.18 MG/ML Injectable Soluti","no","0.18MG/ML","Peginterferon alfa-2a","Solution for injection","Peginterferon alfa-2a (0.18MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1990,81703,"Peginterferon alfa-2b 0.1 MG/ML Injectable Solutio","no","0.1MG/ML","PEGINTERFERON ALFA-2B","Solution for injection","PEGINTERFERON ALFA-2B (0.1MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1991,81723,"Penicillamine 250 MG Oral Capsule","no","250MG","PENICILLAMINE","Oral capsule","PENICILLAMINE (250MG) - Oral capsule","\N","\N","\N"
1992,81723,"Penicillamine 250 MG Oral Tablet","no","250MG","PENICILLAMINE","Oral tablet","PENICILLAMINE (250MG) - Oral tablet","\N","\N","\N"
1993,81728,"Penicillin G benzathine 1200000 UNT Powder for Inj","no","1200000UNT","PENICILLIN G; BENZATHINE","Powder for injection","PENICILLIN G; BENZATHINE (1200000UNT) - Powder for injection","\N","\N","\N"
1994,81728,"Penicillin G benzathine 2400000 UNT Powder for Inj","no","2400000UNT","PENICILLIN G; BENZATHINE","Powder for injection","PENICILLIN G; BENZATHINE (2400000UNT) - Powder for injection","\N","\N","\N"
1995,81726,"Penicillin G Potassium 1000000 UNT/ML Injectable S","no","1000000UNT/ML","PENICILLIN G POTASSIUM","Solution for injection","PENICILLIN G POTASSIUM (1000000UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1996,81732,"Penicillin V Potassium 250 MG Oral Tablet","no","250MG","PENICILLIN V POTASSIUM","Oral tablet","PENICILLIN V POTASSIUM (250MG) - Oral tablet","\N","\N","\N"
1997,81732,"Penicillin V Potassium 50 MG/ML Oral Solution","no","50MG/ML","PENICILLIN V POTASSIUM","Oral solution","PENICILLIN V POTASSIUM (50MG/ML) - Oral solution","\N","\N","\N"
1998,81726,"Penicilline G Potassium 5000000 UNT Powder for Inj","no","5000000UNT","PENICILLIN G POTASSIUM","Powder for injection","PENICILLIN G POTASSIUM (5000000UNT) - Powder for injection","\N","\N","\N"
1999,81729,"Penicilline G Procaine 1000000 UNT Powder for Inje","no","1000000UNT","PENICILLIN G; PROCAINE","Powder for injection","PENICILLIN G; PROCAINE (1000000UNT) - Powder for injection","\N","\N","\N"
2000,81729,"Penicilline G Procaine 3000000 UNT Powder for Inje","no","3000000UNT","PENICILLIN G; PROCAINE","Powder for injection","PENICILLIN G; PROCAINE (3000000UNT) - Powder for injection","\N","\N","\N"
2001,81727,"Penicilline G Sodium 5000000 UNT Powder for Inject","no","5000000UNT","PENICILLIN G SODIUM","Powder for injection","PENICILLIN G SODIUM (5000000UNT) - Powder for injection","\N","\N","\N"
